[7/9/21 03:37PM]  [ Sad ] Player received drop: x1 Execution helm, id: 4684, amount: 1, from: Lucifer	
[7/10/21 04:28PM]  [ Sus ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Squirtle	
[7/10/21 04:28PM]  [ Ezio ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Squirtle	
[7/10/21 04:29PM]  [ 20prayer ] Player received drop: x1 Crystalized gloves, id: 14063, amount: 1, from: Scarlet Falcon	
[7/10/21 04:30PM]  [ Spherix ] Player received drop: x1 Nymora wings, id: 23068, amount: 1, from: Dark Supreme	
[7/10/21 04:31PM]  [ Piethon ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Luigi	
[7/10/21 04:36PM]  [ Sus ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Squirtle	
[7/10/21 04:41PM]  [ Cat ] Player received drop: x1 Moonlight boots, id: 18785, amount: 1, from: Eternal Dragon	
[7/10/21 04:41PM]  [ Rexxx ] Player received drop: x1 Nymora legs, id: 23063, amount: 1, from: Dark Supreme	
[7/10/21 04:43PM]  [ Brokeboi ] Player received drop: x1 Moonlight boots, id: 18785, amount: 1, from: Eternal Dragon	
[7/10/21 04:43PM]  [ I Pk 1 Dey ] Player received drop: x1 Dragon spear, id: 1249, amount: 1, from: Greater Demon	
[7/10/21 04:43PM]  [ Piethon ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Luigi	
[7/10/21 04:48PM]  [ Rip ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Mewtwo	
[7/10/21 04:49PM]  [ Anonymous ] Player received drop: x1 Collectors necklace, id: 23087, amount: 1, from: Crazy Witch	
[7/10/21 04:50PM]  [ Rexxx ] Player received drop: x1 Nymora crossbow, id: 23066, amount: 1, from: Dark Supreme	
[7/10/21 04:53PM]  [ Med Nuts ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Squirtle	
[7/10/21 04:57PM]  [ Sus ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Mewtwo	
[7/10/21 04:57PM]  [ Rip ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Mewtwo	
[7/10/21 05:01PM]  [ T E F A V2 ] Player received drop: x1 Crystalized boots, id: 14064, amount: 1, from: Scarlet Falcon	
[7/10/21 05:03PM]  [ Flip ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Luigi	
[7/10/21 05:05PM]  [ Billy Mays ] Player received drop: x1 Crystalized boots, id: 14064, amount: 1, from: Scarlet Falcon	
[7/10/21 05:06PM]  [ N3rd ] Player received drop: x1 Execution body, id: 4685, amount: 1, from: Lucifer	
[7/10/21 05:11PM]  [ Ohmy ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Patrick	
[7/10/21 05:12PM]  [ Tomzi ] Player received drop: x1 Crystalized gloves, id: 14063, amount: 1, from: Scarlet Falcon	
[7/10/21 05:12PM]  [ I Pk 1 Dey ] Player received drop: x1 Ebony gloves, id: 23053, amount: 1, from: Light Supreme	
[7/10/21 05:14PM]  [ Gorgrim ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Squirtle	
[7/10/21 05:14PM]  [ Die Or Live ] Player received drop: x1 Moonlight spirit shield, id: 20057, amount: 1, from: Eternal Dragon	
[7/10/21 05:16PM]  [ Sharam123 ] Player received drop: x1 Ebony sword, id: 23055, amount: 1, from: Light Supreme	
[7/10/21 05:17PM]  [ Emrys ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Mewtwo	
[7/10/21 05:20PM]  [ Ohmy ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Luigi	
[7/10/21 05:26PM]  [ Bigcaprisun ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Mewtwo	
[7/10/21 05:27PM]  [ Ohmy ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Luigi	
[7/10/21 05:29PM]  [ Ohmy ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Luigi	
[7/10/21 05:30PM]  [ Ao ] Player received drop: x1 Moonlight cape, id: 19909, amount: 1, from: Eternal Dragon	
[7/10/21 05:30PM]  [ Dannysahne ] Player received drop: x1 Crystalized boots, id: 14064, amount: 1, from: Scarlet Falcon	
[7/10/21 05:32PM]  [ Not Wingz ] Player received drop: x1 Nymora wings, id: 23068, amount: 1, from: Dark Supreme	
[7/10/21 05:33PM]  [ Pigeon ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Mewtwo	
[7/10/21 05:33PM]  [ Akeno ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Squirtle	
[7/10/21 05:36PM]  [ Razta ] Player received drop: x1 Crystalized boots, id: 14064, amount: 1, from: Scarlet Falcon	
[7/10/21 05:37PM]  [ T E F A V2 ] Player received drop: x1 Crystalized cape, id: 20591, amount: 1, from: Scarlet Falcon	
[7/10/21 05:38PM]  [ Razta ] Player received drop: x1 Crystalized gloves, id: 14063, amount: 1, from: Scarlet Falcon	
[7/10/21 05:38PM]  [ Mason ] Player received drop: x1 Execution gloves, id: 8273, amount: 1, from: Elite Dragon	
[7/10/21 05:40PM]  [ Sadness ] Player received drop: x1 Sea urchin Slayer helm (T4), id: 23074, amount: 1, from: Onyx Panther	
[7/10/21 05:40PM]  [ Windtail ] Player received drop: x1 $10 Bond, id: 23057, amount: 1, from: Onyx Panther	
[7/10/21 05:40PM]  [ Drshemp ] Player received drop: x1 Sea urchin Slayer helm (T4), id: 23074, amount: 1, from: Onyx Panther	
[7/10/21 05:42PM]  [ Not Wingz ] Player received drop: x1 Execution gloves, id: 8273, amount: 1, from: Elite Dragon	
[7/10/21 05:45PM]  [ Ohmy ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Squirtle	
[7/10/21 05:47PM]  [ Spaceman ] Player received drop: x1 Execution Vitur, id: 12535, amount: 1, from: Elite Dragon	
[7/10/21 05:52PM]  [ Dracky ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Luigi	
[7/10/21 05:56PM]  [ Gorgrim ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Mewtwo	
[7/10/21 05:56PM]  [ Gorgrim ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Mewtwo	
[7/10/21 05:57PM]  [ Rexxx ] Player received drop: x1 Moonlight boots, id: 18785, amount: 1, from: Eternal Dragon	
[7/10/21 06:02PM]  [ Ultimate ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Squirtle	
[7/10/21 06:02PM]  [ Eliaas ] Player received drop: x1 Crystalized gloves, id: 14063, amount: 1, from: Scarlet Falcon	
[7/10/21 06:04PM]  [ Kirito ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Mewtwo	
[7/10/21 06:07PM]  [ Piethon ] Player received drop: x1 Infinite healing potion (T3), id: 23120, amount: 1, from: Vote Boss	
[7/10/21 06:10PM]  [ Eliaas ] Player received drop: x1 Crystalized gloves, id: 14063, amount: 1, from: Scarlet Falcon	
[7/10/21 06:12PM]  [ Eliaas ] Player received drop: x1 Crystalized boots, id: 14064, amount: 1, from: Scarlet Falcon	
[7/10/21 06:12PM]  [ Too Hard ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Patrick	
[7/10/21 06:16PM]  [ Stiffyman ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Luigi	
[7/10/21 06:20PM]  [ Nips ] Player received drop: x1 Infinite overload potion (T2), id: 23125, amount: 1, from: Crazy Witch	
[7/10/21 06:21PM]  [ Darktul ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Squirtle	
[7/10/21 06:30PM]  [ Stiffyman ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Luigi	
[7/10/21 06:31PM]  [ Pigeon ] Player received drop: x1 Corrupt moonlight staff, id: 18629, amount: 1, from: Eternal Dragon	
[7/10/21 06:32PM]  [ Helio ] Player received drop: x1 Crystalized cape, id: 20591, amount: 1, from: Scarlet Falcon	
[7/10/21 06:32PM]  [ Eliaas ] Player received drop: x1 Crystalized cape, id: 20591, amount: 1, from: Scarlet Falcon	
[7/10/21 06:34PM]  [ Windtail ] Player received drop: x1 Moonlight boots, id: 18785, amount: 1, from: Eternal Dragon	
[7/10/21 06:35PM]  [ Juju ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Squirtle	
[7/10/21 06:37PM]  [ Not Wingz ] Player received drop: x1 Nymora wings, id: 23068, amount: 1, from: Dark Supreme	
[7/10/21 06:37PM]  [ Helio ] Player received drop: x1 Crystalized boots, id: 14064, amount: 1, from: Scarlet Falcon	
[7/10/21 06:38PM]  [ Dahmonstah ] Player received drop: x3 Red vine worm, id: 25, amount: 3, from: Greater Demon	
[7/10/21 06:39PM]  [ Sharam123 ] Player received drop: x1 Ebony boots, id: 23054, amount: 1, from: Light Supreme	
[7/10/21 06:42PM]  [ I Pk 1 Dey ] Player received drop: x1 Ebony body, id: 23051, amount: 1, from: Light Supreme	
[7/10/21 06:43PM]  [ Sharam123 ] Player received drop: x1 Ebony helm, id: 23050, amount: 1, from: Light Supreme	
[7/10/21 06:43PM]  [ Die Or Live ] Player received drop: x1 Execution cape, id: 9939, amount: 1, from: Elite Dragon	
[7/10/21 06:43PM]  [ T E F A V2 ] Player received drop: x1 Crystalized bow, id: 5010, amount: 1, from: Scarlet Falcon	
[7/10/21 06:49PM]  [ Eliaas ] Player received drop: x1 Crystalized boots, id: 14064, amount: 1, from: Scarlet Falcon	
[7/10/21 06:50PM]  [ Eliaas ] Player received drop: x1 Crystalized boots, id: 14064, amount: 1, from: Scarlet Falcon	
[7/10/21 06:51PM]  [ Pigeon ] Player received drop: x1 Coup De Grace prayer scroll, id: 23169, amount: 1, from: Vote Boss	
[7/10/21 06:54PM]  [ Dylan ] Player received drop: x1 Crystalized cape, id: 20591, amount: 1, from: Scarlet Falcon	
[7/10/21 06:55PM]  [ Ellisarmor ] Player received drop: x1 Crystalized boots, id: 14064, amount: 1, from: Scarlet Falcon	
[7/10/21 06:58PM]  [ Too Hard ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Luigi	
[7/10/21 07:00PM]  [ Emrys ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Mewtwo	
[7/10/21 07:02PM]  [ Pigeon ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Sonic	
[7/10/21 07:02PM]  [ Wooshkax ] Player received drop: x1 Corrupt moonlight staff, id: 18629, amount: 1, from: Eternal Dragon	
[7/10/21 07:05PM]  [ Corgi ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Mewtwo	
[7/10/21 07:05PM]  [ Pigeon ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Sonic	
[7/10/21 07:08PM]  [ Fe Pvm ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Squirtle	
[7/10/21 07:08PM]  [ Bulba ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Squirtle	
[7/10/21 07:10PM]  [ Fe Pvm ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Squirtle	
[7/10/21 07:10PM]  [ Bulba ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Squirtle	
[7/10/21 07:11PM]  [ Steroid ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Mewtwo	
[7/10/21 07:13PM]  [ Corgi ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Mewtwo	
[7/10/21 07:16PM]  [ Drez ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Patrick	
[7/10/21 07:19PM]  [ S Y L S O S ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Mewtwo	
[7/10/21 07:20PM]  [ Drez ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Patrick	
[7/10/21 07:21PM]  [ S Y L S O S ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Mewtwo	
[7/10/21 07:23PM]  [ S Y L S O S ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Mewtwo	
[7/10/21 07:24PM]  [ Mylvl99 ] Player received drop: x1 Crystalized cape, id: 20591, amount: 1, from: Scarlet Falcon	
[7/10/21 07:36PM]  [ Hecticz ] Player received drop: x1 Crystalized cape, id: 20591, amount: 1, from: Scarlet Falcon	
[7/10/21 07:37PM]  [ Ryrker ] Player received drop: x1 Crystalized cape, id: 20591, amount: 1, from: Scarlet Falcon	
[7/10/21 07:39PM]  [ Rexxx ] Player received drop: x1 Ebony sword, id: 23055, amount: 1, from: Light Supreme	
[7/10/21 07:40PM]  [ Sloppy ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Squirtle	
[7/10/21 07:43PM]  [ Sloppy ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Squirtle	
[7/10/21 07:49PM]  [ Froggers ] Player received drop: x1 Execution body, id: 4685, amount: 1, from: Lucifer	
[7/10/21 07:52PM]  [ Rexxx ] Player received drop: x1 Execution gloves, id: 8273, amount: 1, from: Elite Dragon	
[7/10/21 07:55PM]  [ Pigeon ] Player received drop: x1 Corrupt moonlight staff, id: 18629, amount: 1, from: Eternal Dragon	
[7/10/21 07:55PM]  [ Wink ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Squirtle	
[7/10/21 07:57PM]  [ Drez ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Squirtle	
[7/10/21 07:58PM]  [ Wink ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Squirtle	
[7/10/21 08:00PM]  [ Steroid ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Mewtwo	
[7/10/21 08:01PM]  [ Die Or Live ] Player received drop: x1 Aura (T3), id: 23046, amount: 1, from: Crazy Witch	
[7/10/21 08:03PM]  [ Eliaas ] Player received drop: x1 Execution gloves, id: 8273, amount: 1, from: Elite Dragon	
[7/10/21 08:11PM]  [ Sloppy ] Player received drop: x1 Corrupt moonlight staff, id: 18629, amount: 1, from: Eternal Dragon	
[7/10/21 08:14PM]  [ Wilderness ] Player received drop: x1 Execution legs, id: 4686, amount: 1, from: Lucifer	
[7/10/21 08:16PM]  [ C Bo ] Player received drop: x1 Execution Vitur, id: 12535, amount: 1, from: Elite Dragon	
[7/10/21 08:20PM]  [ Jouni ] Player received drop: x1 Nymora wings, id: 23068, amount: 1, from: Dark Supreme	
[7/10/21 08:25PM]  [ Process ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Luigi	
[7/10/21 08:29PM]  [ Froggers ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Sonic	
[7/10/21 08:30PM]  [ Cam ] Player received drop: x1 Vindicta book, id: 23175, amount: 1, from: Fractite Demon	
[7/10/21 08:32PM]  [ Harumi ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Squirtle	
[7/10/21 08:42PM]  [ Helio ] Player received drop: x1 Crystalized bow, id: 5010, amount: 1, from: Scarlet Falcon	
[7/10/21 08:42PM]  [ Vipom ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Squirtle	
[7/10/21 08:48PM]  [ Shaggy ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Mewtwo	
[7/10/21 08:49PM]  [ Insomnium ] Player received drop: x1 Crystalized cape, id: 20591, amount: 1, from: Scarlet Falcon	
[7/10/21 08:49PM]  [ Piethon ] Player received drop: x1 Crystalized gloves, id: 14063, amount: 1, from: Scarlet Falcon	
[7/10/21 08:52PM]  [ Gim Hunter ] Player received drop: x1 Crystalized helm, id: 14060, amount: 1, from: Crystal Queen	
[7/10/21 08:52PM]  [ 2319 ] Player received drop: x1 Infinite prayer potion (T2), id: 23122, amount: 1, from: Crazy Witch	
[7/10/21 08:53PM]  [ Sloppy ] Player received drop: x1 Corrupt moonlight staff, id: 18629, amount: 1, from: Eternal Dragon	
[7/10/21 09:00PM]  [ Shaggy ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Mewtwo	
[7/10/21 09:00PM]  [ Cryptic ] Player received drop: x1 Execution boots, id: 8274, amount: 1, from: Elite Dragon	
[7/10/21 09:04PM]  [ Harumi ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Squirtle	
[7/10/21 09:05PM]  [ Not Wingz ] Player received drop: x1 Ebony sword, id: 23055, amount: 1, from: Infernal Demon	
[7/10/21 09:11PM]  [ Cryptic ] Player received drop: x1 Execution gloves, id: 8273, amount: 1, from: Elite Dragon	
[7/10/21 09:12PM]  [ Ashe ] Player received drop: x1 Execution body, id: 4685, amount: 1, from: Lucifer	
[7/10/21 09:14PM]  [ Cryptic ] Player received drop: x1 Execution gloves, id: 8273, amount: 1, from: Elite Dragon	
[7/10/21 09:15PM]  [ Egg ] Player received drop: x1 Nymora wings, id: 23068, amount: 1, from: Dark Supreme	
[7/10/21 09:18PM]  [ Not Wingz ] Player received drop: x1 Ebony sword, id: 23055, amount: 1, from: Infernal Demon	
[7/10/21 09:19PM]  [ Billy ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Patrick	
[7/10/21 09:20PM]  [ Razta ] Player received drop: x1 Ebony boots, id: 23054, amount: 1, from: Light Supreme	
[7/10/21 09:21PM]  [ Pigeon ] Player received drop: x1 Moonlight spirit shield, id: 20057, amount: 1, from: Eternal Dragon	
[7/10/21 09:22PM]  [ Insomnium ] Player received drop: x1 Crystalized gloves, id: 14063, amount: 1, from: Scarlet Falcon	
[7/10/21 09:24PM]  [ Cryptic ] Player received drop: x1 Execution gloves, id: 8273, amount: 1, from: Elite Dragon	
[7/10/21 09:26PM]  [ Pigeon ] Player received drop: x1 Moonlight cape, id: 19909, amount: 1, from: Eternal Dragon	
[7/10/21 09:27PM]  [ Cryptic ] Player received drop: x1 Execution gloves, id: 8273, amount: 1, from: Elite Dragon	
[7/10/21 09:28PM]  [ C Bo ] Player received drop: x1 Crystalized boots, id: 14064, amount: 1, from: Scarlet Falcon	
[7/10/21 09:30PM]  [ Perc ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Sonic	
[7/10/21 09:35PM]  [ Dyllza ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Squirtle	
[7/10/21 09:35PM]  [ Pigeon ] Player received drop: x1 Corrupt moonlight staff, id: 18629, amount: 1, from: Eternal Dragon	
[7/10/21 09:37PM]  [ 20prayer ] Player received drop: x1 Crystalized cape, id: 20591, amount: 1, from: Scarlet Falcon	
[7/10/21 09:39PM]  [ Ceraxy ] Player received drop: x1 Moonlight gloves, id: 18802, amount: 1, from: Eternal Dragon	
[7/10/21 09:40PM]  [ Loac ] Player received drop: x1 Ebony boots, id: 23054, amount: 1, from: Light Supreme	
[7/10/21 09:41PM]  [ Pigeon ] Player received drop: x1 Moonlight cape, id: 19909, amount: 1, from: Eternal Dragon	
[7/10/21 09:41PM]  [ Egg ] Player received drop: x1 Nymora body, id: 23062, amount: 1, from: Dark Supreme	
[7/10/21 09:43PM]  [ Process ] Player received drop: x1 Crystalized bow, id: 5010, amount: 1, from: Scarlet Falcon	
[7/10/21 09:44PM]  [ Ceraxy ] Player received drop: x1 Corrupt moonlight staff, id: 18629, amount: 1, from: Eternal Dragon	
[7/10/21 09:45PM]  [ Pigeon ] Player received drop: x1 Moonlight boots, id: 18785, amount: 1, from: Eternal Dragon	
[7/10/21 09:52PM]  [ Loli ] Player received drop: x1 Execution legs, id: 4686, amount: 1, from: Lucifer	
[7/10/21 09:54PM]  [ Zezima ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Mewtwo	
[7/10/21 09:57PM]  [ Mr 45 ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Sonic	
[7/10/21 09:57PM]  [ Jouni ] Player received drop: x1 Nymora crossbow, id: 23066, amount: 1, from: Dark Supreme	
[7/10/21 10:07PM]  [ Ashe ] Player received drop: x1 Ebony shield, id: 23056, amount: 1, from: Light Supreme	
[7/10/21 10:10PM]  [ Egg ] Player received drop: x1 Ebony gloves, id: 23053, amount: 1, from: Light Supreme	
[7/10/21 10:12PM]  [ Insomnium ] Player received drop: x1 Crystalized bow, id: 5010, amount: 1, from: Scarlet Falcon	
[7/10/21 10:20PM]  [ Ashe ] Player received drop: x1 Moonlight spirit shield, id: 20057, amount: 1, from: Eternal Dragon	
[7/10/21 10:20PM]  [ Egg ] Player received drop: x1 Ebony gloves, id: 23053, amount: 1, from: Light Supreme	
[7/10/21 10:24PM]  [ Not Wingz ] Player received drop: x1 Ebony sword, id: 23055, amount: 1, from: Light Supreme	
[7/10/21 10:27PM]  [ Milk ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Patrick	
[7/10/21 10:29PM]  [ Milk ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Patrick	
[7/10/21 10:32PM]  [ Swisherman ] Player received drop: x1 Vindicta staff, id: 17600, amount: 1, from: Infernal Demon	
[7/10/21 10:39PM]  [ Process ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Mewtwo	
[7/10/21 10:39PM]  [ Milk ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Luigi	
[7/10/21 10:43PM]  [ Sasori ] Player received drop: x1 Execution body, id: 4685, amount: 1, from: Lucifer	
[7/10/21 10:46PM]  [ Kody ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Luigi	
[7/10/21 10:48PM]  [ Milk ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Luigi	
[7/10/21 10:48PM]  [ Kage Okami ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Mewtwo	
[7/10/21 10:55PM]  [ Kody ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Luigi	
[7/10/21 11:02PM]  [ Sloppy ] Player received drop: x1 Moonlight cape, id: 19909, amount: 1, from: Eternal Dragon	
[7/10/21 11:02PM]  [ Kody ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Luigi	
[7/10/21 11:03PM]  [ Loac ] Player received drop: x1 Nymora legs, id: 23063, amount: 1, from: Dark Supreme	
[7/10/21 11:06PM]  [ Sasori ] Player received drop: x1 Execution legs, id: 4686, amount: 1, from: Lucifer	
[7/10/21 11:06PM]  [ Cam ] Player received drop: x1 Aura (T6), id: 23049, amount: 1, from: Vote Boss	
[7/10/21 11:06PM]  [ Kasu ] Player received drop: x1 Fury's Swipe prayer scroll, id: 23166, amount: 1, from: Vote Boss	
[7/10/21 11:06PM]  [ Sga ] Player received drop: x1 Infinite healing potion (T3), id: 23120, amount: 1, from: Vote Boss	
[7/10/21 11:11PM]  [ Loac ] Player received drop: x1 Nymora crossbow, id: 23066, amount: 1, from: Dark Supreme	
[7/10/21 11:14PM]  [ Drewdog ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Mewtwo	
[7/10/21 11:15PM]  [ Sloppy ] Player received drop: x1 Moonlight spirit shield, id: 20057, amount: 1, from: Eternal Dragon	
[7/10/21 11:16PM]  [ Milk ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Squirtle	
[7/10/21 11:19PM]  [ I Pk 1 Dey ] Player received drop: x1 Ebony boots, id: 23054, amount: 1, from: Light Supreme	
[7/10/21 11:19PM]  [ Not Wingz ] Player received drop: x1 Crystalized helm, id: 14060, amount: 1, from: Crystal Queen	
[7/10/21 11:22PM]  [ Stiiizy ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Mewtwo	
[7/10/21 11:22PM]  [ I Pk 1 Dey ] Player received drop: x1 Ebony boots, id: 23054, amount: 1, from: Light Supreme	
[7/10/21 11:28PM]  [ Loac ] Player received drop: x1 Nymora legs, id: 23063, amount: 1, from: Dark Supreme	
[7/10/21 11:30PM]  [ Sasori ] Player received drop: x1 Execution legs, id: 4686, amount: 1, from: Lucifer	
[7/10/21 11:34PM]  [ Wilderness ] Player received drop: x1 Crystalized cape, id: 20591, amount: 1, from: Scarlet Falcon	
[7/10/21 11:39PM]  [ Coldknock ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Sonic	
[7/10/21 11:40PM]  [ Coldknock ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Sonic	
[7/10/21 11:40PM]  [ Lion ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Luigi	
[7/10/21 11:40PM]  [ Rapid Rsps ] Player received drop: x1 Magic attachement, id: 23148, amount: 1, from: Onyx Panther	
[7/10/21 11:45PM]  [ Custompope ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Patrick	
[7/10/21 11:51PM]  [ Custompope ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Patrick	
[7/10/21 11:56PM]  [ Vodka ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Patrick	
[7/11/21 12:09AM]  [ Beasty ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Squirtle	
[7/11/21 12:15AM]  [ Bryson ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Squirtle	
[7/11/21 12:15AM]  [ Spherix ] Player received drop: x1 Nymora wings, id: 23068, amount: 1, from: Dark Supreme	
[7/11/21 12:22AM]  [ Beasty ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Mewtwo	
[7/11/21 12:28AM]  [ Not Wingz ] Player received drop: x1 Infinite overload potion (T2), id: 23125, amount: 1, from: Crazy Witch	
[7/11/21 12:40AM]  [ Fe Pvm ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Squirtle	
[7/11/21 12:40AM]  [ Beasty ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Mewtwo	
[7/11/21 12:41AM]  [ Hlg ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Mewtwo	
[7/11/21 12:46AM]  [ Tyler ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Luigi	
[7/11/21 12:47AM]  [ Vodka ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Squirtle	
[7/11/21 12:47AM]  [ Sasori ] Player received drop: x1 Infinite healing potion (T2), id: 23119, amount: 1, from: Crazy Witch	
[7/11/21 01:08AM]  [ Tyler ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Squirtle	
[7/11/21 01:16AM]  [ Pac ] Player received drop: x1 Moonlight gloves, id: 18802, amount: 1, from: Eternal Dragon	
[7/11/21 01:24AM]  [ Lion ] Player received drop: x1 Moonlight cape, id: 19909, amount: 1, from: Eternal Dragon	
[7/11/21 01:28AM]  [ Badmuts ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Squirtle	
[7/11/21 01:31AM]  [ Swine ] Player received drop: x1 Crystalized cape, id: 20591, amount: 1, from: Scarlet Falcon	
[7/11/21 01:32AM]  [ Mediocre ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Luigi	
[7/11/21 01:33AM]  [ Kanye ] Player received drop: x1 Execution gloves, id: 8273, amount: 1, from: Elite Dragon	
[7/11/21 01:38AM]  [ Swine ] Player received drop: x1 Crystalized gloves, id: 14063, amount: 1, from: Scarlet Falcon	
[7/11/21 01:39AM]  [ Kanye ] Player received drop: x1 Execution boots, id: 8274, amount: 1, from: Elite Dragon	
[7/11/21 01:39AM]  [ Mr 45 ] Player received drop: x1 Crystalized cape, id: 20591, amount: 1, from: Scarlet Falcon	
[7/11/21 01:41AM]  [ Gnawlije ] Player received drop: x1 Crystalized gloves, id: 14063, amount: 1, from: Scarlet Falcon	
